AuthorId,AuthorName,AuthorSSN
11843,97,867-96-7456.38
4532,64,581-13-6406.49
3480,69,429-44-9077.4
5084,93,978-89-4613.98
6100,98,215-97-8271.67
6852,70,307-70-8569.54
9738,61,366-58-7771.96
1903,78,535-78-7103
9024,87,310-58-8369.46
9784,64,153-19-3697.98
383,63,261-22-7070.18
1313,53,145-42-5814.28
9771,76,995-68-9496.34
2202,71,428-48-4787.95
2509,52,447-53-9065.99
2383,73,945-37-9844.55
6282,73,936-91-3035.8
292,100,624-59-8652.09
4166,84,137-10-7350.63
3900,74,508-19-5485
8401,93,248-51-9128.87
2578,53,253-50-2730.61
3797,88,246-27-2807.91
6845,76,321-90-5268.79
9300,83,430-49-9375.81
6950,54,715-12-6590.84
5537,60,525-29-1230.05
3101,74,497-75-6956.96
11077,58,677-67-3850.15
10397,59,470-17-4257.68
1335,93,622-91-7021.07
6619,86,481-92-7120.6
3912,59,518-93-3645.24
3918,65,410-55-9830.24
5250,97,936-39-7427.93
4449,74,274-22-5391.35
498,67,462-12-1128.27
8305,98,448-79-8493.85
8783,60,195-90-1509.02
5953,71,924-88-3144.47
918,93,347-57-8344.7
71,81,309-53-7322.04
3721,76,220-30-3641.12
5973,51,689-31-9889.32
8001,52,853-58-7319.27
6058,69,736-76-8955.92
1001,85,133-29-2214.04
2327,95,309-96-2215.94
9456,52,560-35-3017.44
6278,51,333-50-3693.5
6614,94,983-32-6419.12
2452,97,194-78-4062.21
834,51,477-46-7454.45
8636,91,488-50-1026.92
10689,72,119-75-9654.27
6182,51,643-30-7527.89
2550,93,104-59-6170.54
7251,89,735-37-3989.88
5196,50,329-30-2134.68
8448,96,616-89-4495.87
1203,58,174-18-4394.24
193,93,585-42-4245.66
11852,93,846-48-5634.58
7945,55,768-18-7619.61
9668,58,254-80-1268.31
7988,56,263-80-1321.93
1703,98,103-69-2801.88
3982,59,194-19-9889.71
5008,50,401-18-3047.6
11121,83,804-53-9242.71
3619,61,790-29-6738.04
3743,59,155-59-6152.74
3554,66,905-16-3230.74
10373,84,663-42-3099.36
10308,83,484-95-7926.53
3464,56,168-12-4355.95
2284,99,604-17-3824.34
8473,93,164-48-4203.12
6490,88,373-97-6678.71
6735,76,415-74-2814.65
11247,96,588-42-3467.34
301,59,948-58-9822.04
7370,72,525-81-9989.77
10976,96,477-50-9471.45
8617,56,237-78-9711.01
6298,60,758-71-6283.67
9830,78,751-40-4755.38
7627,97,792-62-5770.56
3522,79,453-41-4636.37
9479,90,648-25-8144.06
395,59,438-42-2159
3234,59,587-82-4206.52
9546,98,828-70-7803.38
10975,64,881-69-4873.54
11224,91,697-94-4521.04
8216,89,577-23-8148.9
10855,91,592-79-3273
9139,89,295-25-9143.5
5080,76,510-47-4937.03
758,73,995-24-3886.92
11497,67,621-62-3860.18
9822,85,657-48-8578.68
1636,79,371-95-9494.16
4508,90,422-45-4025.75
6162,78,476-75-4717.33
9682,97,209-93-3108.96
11451,86,836-96-4703.25
1583,83,877-33-1591.87
7592,66,296-80-5643.85
7150,69,805-78-1292.73
4807,75,161-28-6532.07
3283,68,381-54-7498.62
8560,58,893-79-3124.89
4977,98,354-14-3565.99
8901,82,990-67-7875.06
8869,94,453-90-7687.26
9852,83,139-39-1657.81
4697,56,728-87-5549.73
1819,58,409-30-9349.6
10623,86,601-97-4920.78
5941,86,542-35-8868.02
6845,68,551-61-2908.24
1708,63,494-50-6806.97
853,91,103-11-3182.53
11940,75,577-15-7579.08
9537,88,292-27-3754.7
8463,82,798-11-5535.21
11215,61,872-88-4088.75
2327,52,994-39-5876.8
8746,61,986-52-4017.86
3797,64,819-48-4309.15
3966,62,443-62-5656.19
295,61,893-62-1367.44
6913,53,232-15-4289.92
11462,72,187-16-9865.71
11488,58,659-81-1034.73
406,88,473-92-9687.92
5422,82,570-16-1116.09
11808,89,510-80-4953.97
11534,79,565-60-7702.76
2777,81,388-75-6385.03
4195,93,415-40-7225.35
3324,74,841-23-8276.14
1887,63,906-15-7804.61
6009,95,703-52-5221.19
3209,57,696-56-7103.64
1215,85,425-87-7078.91
5703,90,560-34-6950.29
3353,58,875-34-9603.9
176,56,421-20-1278.18
7147,94,148-88-6417.18
9004,78,182-96-1763.73
994,58,184-76-1029.41
11505,53,902-33-2999.62
10552,51,709-42-3876.62
4803,75,622-77-3379.78
11106,75,264-55-2575.11
8822,97,813-57-3167.64
1381,57,509-57-1126.03
334,70,136-69-8664.07
6020,67,109-33-5469.41
9498,57,432-71-4681.31
10376,79,616-66-2226.15
7154,78,501-14-9848.56
5369,92,421-42-4643.26
8670,76,969-72-6706.11
4740,86,480-56-3252
8142,64,247-58-4829.11
11943,77,897-53-7506.89
2215,95,495-56-3784.36
10921,66,896-94-9012.7
8788,63,982-65-6666.33
10443,74,219-56-8656.64
2663,88,229-38-9336.88
4125,58,465-23-6470.32
7437,60,932-36-8527.87
11432,77,563-85-8294.69
4836,66,479-33-5100.84
6507,87,558-36-8555.2
11584,50,266-76-6391.2
1940,97,269-57-6028.48
8064,90,693-17-4114.72
11503,72,654-63-7302.16
9090,84,534-16-7489.96
1396,58,967-94-6898.57
6190,90,596-71-4653.56
4757,63,919-53-9436.2
34,62,728-34-5086.91
855,54,507-25-4338.97
5578,53,319-63-3407.36
6686,99,679-91-5629.03
5327,51,533-45-7808.2
6527,94,633-88-2037.8
11103,83,775-20-9364.05
7313,70,146-82-8521.53
6957,97,924-94-7656.27
11936,93,524-69-8088.88
241,73,723-55-5170.89
7733,67,723-96-2876.7
6737,52,330-42-7373.97
4830,82,666-18-7209.42
1201,84,713-62-3150.68
1788,94,298-22-2144.63
4063,77,307-96-1508.34
7173,53,343-62-6449.48
7260,81,688-94-5097.59
9434,95,930-54-8002.56
3278,99,738-68-7528.34
9831,86,611-47-1164.45
6444,81,916-13-4072.06
6588,61,974-33-5982.7
7575,64,131-33-1056.55
6025,72,324-66-4037.42
7862,65,432-23-4770.25
10610,85,295-57-3594.81
4984,79,592-41-6544.62
8708,63,623-39-4586.65
11796,90,750-17-5316.51
10621,76,796-16-7938.95
7104,73,898-18-8137.59
3241,63,600-21-5550.87
2819,63,772-75-9454.11
2094,60,340-61-7403.11
10441,98,365-68-9569.68
6870,52,380-93-6588.79
1164,82,543-55-1547.17
904,68,392-47-9245.97
8326,51,688-83-2979.82
3359,94,589-17-4129.81
1384,85,130-77-4740.33
10379,70,994-20-1363.56
9962,76,111-29-2262.19
702,64,269-18-2821.09
8671,99,441-51-4442.81
8188,71,815-18-5568.8
709,70,580-96-5789.16
6111,88,102-92-3613.95
7823,98,578-16-8499.25
1980,94,989-30-3055.49
3658,91,648-13-6873.22
5294,52,856-89-2214.28
1227,67,741-11-3619.86
7508,89,760-89-1578.7
6939,66,518-15-2617.86
7578,58,220-41-7734.68
6861,87,593-11-5914.02
3752,58,623-64-4211.15
2564,75,104-68-1257.84
6739,100,822-32-2022.46
1845,76,103-28-2398.89
6685,71,401-20-4107.9
6914,50,330-79-5530.16
6088,71,546-70-4428.61
10766,82,246-15-2900.73
2353,95,340-53-9108.65
10410,73,474-25-5134.2
6463,87,955-97-6972.52
9868,58,209-21-2627.23
208,93,893-39-3460.02
9877,86,833-92-7767.21
508,57,807-22-1902.2
5197,84,292-72-8250.41
157,78,231-90-9129.87
1155,94,907-96-8365.1
1030,81,910-33-3318.21
2021,99,946-93-8686.3
11497,63,163-74-7105.49
4432,78,307-34-6336.94
10243,92,956-81-4937.06
499,96,555-34-1305.12
11067,79,938-75-9614.49
1298,94,576-93-3225.73
8434,79,667-68-5847.66
11583,53,978-14-8355.41
5559,95,182-35-5718.73
7564,62,860-68-4768.48
648,92,524-27-3250.74
5323,58,118-52-7529.53
7499,78,293-20-2714.74
6303,52,180-88-3067.8
9706,75,175-93-7363.24
1443,55,569-66-3293.09
9628,86,829-84-8628.97
5870,73,698-15-3456.6
6427,78,263-70-2239.38
2475,63,686-43-4826.74
7670,74,724-18-7615.57
2079,96,316-39-9721.4
11571,65,715-79-9944.27
2435,73,455-40-1125.07
1459,95,814-65-9454.3
6922,86,190-44-1307.39
5013,86,632-83-9768.83
6033,60,119-25-3396.84
704,72,252-33-3658.44
6704,96,987-43-9696.61
11111,84,574-12-9711.58
8826,100,755-95-3376.87
313,76,762-57-5949.6
498,52,342-50-4666.07
1477,80,586-87-9187.36
10587,72,753-14-4612.85
4542,78,662-82-3056.33
2945,81,840-87-4901.27
2517,66,607-35-6974.75
9757,81,310-29-2433.8
4479,94,222-53-6154.29
367,97,661-23-4679.14
9150,62,842-50-6547.58
9523,81,215-76-6606.71
10256,73,150-55-7782.46
11773,80,140-81-7763.47
9228,90,327-38-6296.44
11824,88,532-88-6614.24
8500,76,134-52-8522.95
4362,99,296-80-5786.9
9436,55,571-78-7824.12
9937,96,292-90-8077.03
3888,55,287-43-9058.12
1999,72,507-76-1631.3
5964,87,223-65-4301.46
3402,80,968-81-6555.82
9027,61,719-62-1241.02
9537,62,648-38-7588.66
7298,97,884-93-1374.11
11949,61,995-42-9198.05
8819,99,134-74-1892.23
1077,79,791-40-1915.98
6915,70,471-64-3333.12
1718,81,873-95-3501.64
10291,87,274-13-9834.24
8234,97,510-24-3431.51
2503,97,660-31-2533.74
1065,83,296-47-7666.39
7375,99,772-15-3878.18
2472,51,814-15-2938.82
8363,86,385-35-9817.77
4088,61,417-70-2211.82
4929,73,855-14-9581.08
2476,54,938-29-8441.33
1739,66,165-38-8553.43
9272,82,384-50-1600.44
5907,85,557-33-6249.22
11074,73,389-90-8585.05
5098,64,680-53-3064.5
9054,62,331-87-9296.81
11075,87,892-39-9089.68
9043,53,346-58-2847.95
9339,87,271-16-7317.08
6449,98,241-75-7874.72
6087,80,341-36-9481.16
5835,100,431-41-4398.36
11337,96,857-39-4734.9
8890,95,159-25-3583.14
8051,69,310-80-1243.17
8863,86,622-52-1433.31
1428,94,137-90-4763.72
4905,50,314-36-5566.89
398,65,488-15-3781.8
8567,58,876-39-8063.9
6161,56,830-87-3836.6
10765,88,519-54-3913.34
7868,78,396-92-8965.23
4153,65,543-21-6750.03
4886,83,137-19-1341.33
1654,87,378-42-7989.23
10478,65,920-93-3201.6
7546,65,423-53-6788.04
5825,95,665-54-5234.16
839,69,474-47-1449.25
10798,82,965-65-4697.54
5977,83,302-64-4649.15
3902,88,573-62-7557.77
3273,51,818-78-2959.68
3788,92,112-12-1479.59
2440,61,587-16-1378.35
4863,92,198-87-9638.81
1520,63,848-14-3825.33
6818,81,191-11-2380.83
1727,86,927-89-2305.83
4190,70,865-70-7044.76
4062,58,658-62-3340.97
787,72,570-13-8217.62
2419,84,912-97-3763.96
362,60,889-67-7163.11
1756,82,707-17-6560.66
7730,77,554-19-5220.51
10239,51,289-43-5727.54
7264,61,941-38-5603.83
3486,85,837-32-2557.26
443,92,858-20-7128.38
6984,54,668-48-5583.09
5560,94,514-21-9974.1
3610,97,111-27-1702.27
1647,69,891-90-6681.72
522,94,889-34-3401.48
2121,80,174-75-4358.41
2919,83,638-57-1456.86
2421,77,261-86-2311.8
5332,87,620-81-2701.5
1247,89,413-24-7187.25
10491,66,745-58-1477.27
11493,90,564-30-7374.29
3335,68,290-12-8235.8
5431,53,230-42-9116.86
6255,87,940-34-2569.79
4415,76,226-84-4333.28
10112,63,312-54-7204.99
901,80,298-96-8705.12
10482,71,547-61-6664.9
1788,55,103-26-8110.23
4991,96,203-50-2052.76
7435,79,732-52-7824.67
11253,78,737-25-3841.8
250,72,588-64-2922
2068,61,586-18-3547.9
7767,79,263-52-1739.25
11571,94,481-24-8963.01
2005,69,960-34-7498.39
8514,86,314-35-5127.38
10611,82,351-74-9407.77
8574,91,545-16-3530.53
4945,85,982-83-6886.84
10195,76,256-18-3343.63
2490,74,898-69-6747.53
5633,85,461-38-1931.53
5280,98,759-28-5635.08
10117,59,729-16-2128.9
2401,95,922-88-2590.1
6323,76,357-28-3634.37
2576,83,422-46-8229.44
4036,60,979-47-3436.18
4729,61,371-46-8082.03
5676,62,324-23-7398.37
6335,73,649-36-8165.83
11419,75,853-23-7490.59
8209,82,713-88-4317.75
9514,52,471-93-5647.09
7543,52,784-35-2228.29
10443,91,611-44-9641.14
11896,69,863-28-1428.79
5579,61,722-37-4243.28
3564,54,792-25-9870.22
5610,70,465-18-5022.57
1988,87,579-29-5897.6
4243,93,716-85-9379.38
6685,84,337-50-9058.79
7840,73,448-33-5452.82
3063,68,357-81-8727.9
10162,69,515-26-3720.65
10858,92,890-94-2187.08
1964,92,675-20-4011.37
5118,80,672-41-5882.29
6119,72,784-38-5366.9
6577,77,401-67-7479.29
455,67,836-77-8172.46
5057,61,359-70-9345.35
8048,85,971-82-7092.43
2764,88,309-95-5191.32
5113,54,694-10-7813.48
651,68,764-31-9418.69
546,67,787-46-9470.24
576,62,499-43-6874.11
2338,98,284-53-5030.17
3375,81,798-14-7227.06
8495,59,584-54-9956.42
11105,53,368-52-3483.93
1219,76,139-28-6665.25
5147,75,353-24-5756.84
6776,57,350-97-7217.88
3908,58,589-61-9661.68
327,60,377-76-8766.94
608,83,318-28-8749.11
7798,73,174-15-5677.95
3848,90,760-80-3599.39
5784,59,159-30-7644.1
1180,70,719-48-9919.44
4843,88,799-30-7591.42
5076,88,121-47-7534.61
11600,52,819-64-1629.46
798,72,597-83-3942.59
6275,88,736-26-3936.57
3928,84,421-64-8213.06
3074,64,848-66-2168.42
7422,71,252-26-5144.02
115,51,667-94-3637.96
8617,70,519-40-5155.53
11183,68,244-35-1191.6
8983,83,725-50-3745.26
11205,57,821-75-9863.78
7855,60,304-83-3026.19
3069,80,176-96-3955.62
6494,55,680-73-9513.46
10079,53,676-20-4791.01
5071,83,845-43-1427.71
6195,65,984-83-4465.22
9957,99,590-24-6521.84
4444,81,141-17-9819.68
432,69,960-37-5757.74
2668,62,529-80-7373.66
1857,89,797-34-7939.25
9940,93,483-66-4077.43
8400,62,613-79-5576.31
2457,89,740-60-5124.47
8941,93,416-82-8564.93
2271,83,633-75-7705.85
11084,73,851-94-8460.43
6492,66,991-14-5476.91
5330,68,802-18-7289.65
10173,77,740-65-5705.14
284,76,881-24-9130.21
6320,60,327-23-6333.64
2487,81,555-17-5407.21
8177,62,251-12-3081.84
10627,99,245-84-4120.85
9197,51,455-29-8879.7
2535,94,203-39-3963.81
9782,85,378-38-5626.96
2207,68,382-97-1802.61
6314,86,112-66-3226.32
171,85,740-35-4448.11
11004,89,579-40-8563.76
4114,94,472-73-8473.96
9787,79,259-67-3130.47
3357,93,259-37-9664.46
2167,67,762-64-2468.73
714,89,870-90-5615.42
7737,66,636-95-1169.62
3322,64,109-92-1928.7
10717,98,901-32-1853.94
3235,74,934-20-1123.76
4052,86,901-82-7420.86
5809,66,662-66-2604.53
4530,91,832-47-9045.24
10340,63,453-21-5673
11916,70,550-49-4764.27
10596,75,807-77-8943.48
4060,76,139-69-2174.01
7641,89,206-72-6844.86
9987,82,622-64-9844.28
2898,87,383-38-6128.22
9651,62,467-68-9138.96
3142,54,766-27-2708.38
5789,69,345-38-3086.22
10116,82,216-14-7349.69
171,85,910-46-2722.3
7316,90,710-20-2047.33
5205,54,873-72-9960.69
5304,67,741-76-5350.12
3872,63,570-12-6741.86
5059,86,457-21-7887.76
8748,84,718-42-4061.06
8759,84,684-49-4953.56
2881,96,361-51-6681.57
3436,58,758-25-4787.79
7853,58,195-90-1368.47
7857,71,657-95-1773.21
1420,69,859-35-9607.33
1278,56,883-21-4985.5
3768,87,577-42-9853.28
9779,68,660-56-3122.93
1737,70,976-88-8187.96
7325,81,901-28-1489.51
5995,55,903-25-2833.61
9782,55,139-16-6381.45
5805,53,914-64-2208.79
1577,82,758-47-1656.35
10925,60,188-47-1331.85
10008,65,780-16-7532.42
6824,76,740-79-2909.12
9989,63,918-28-3417.16
148,56,346-40-6992.4
6379,57,246-82-3845.9
9565,67,699-25-8530.34
3619,97,626-23-2343.05
11549,97,231-79-7245.05
10381,68,836-34-4708.13
2206,88,151-18-2859.53
5035,89,463-15-2027.71
10206,63,472-95-2515.54
8663,97,796-83-2159.46
11607,72,247-55-1297.11
1891,92,480-44-1901.39
1399,73,544-96-5430.28
4155,81,397-12-9158.88
4444,76,411-69-1587.53
1943,65,150-54-9719.79
2608,79,789-16-4055.49
7194,82,952-37-1787.71
7911,96,938-60-7717.08
5051,96,563-17-2175.92
9750,59,684-74-6590.83
6168,98,938-69-4869.06
4328,51,726-36-4765.12
11600,79,720-33-7286.06
11660,67,960-22-5566.7
6010,89,174-84-2063.02
10977,67,711-51-9895.65
1458,99,355-19-8991.21
674,57,751-18-2945.28
3323,60,166-57-6961.66
7918,76,697-52-7346.67
7350,53,550-12-2469.04
10970,100,153-42-8855.56
8179,69,297-44-1577.73
5865,76,952-89-1558.74
2632,62,808-68-4662.43
3617,88,790-86-7603.94
7051,98,236-53-5474.6
11422,79,606-58-2235.45
6620,89,888-13-7589.96
5003,80,162-89-4998.94
8958,86,903-57-4818.94
2409,95,811-23-2983.04
2718,66,467-69-4751.94
9840,94,346-58-6311.04
5686,64,133-83-2065.22
10847,85,904-75-6470.37
11068,86,881-83-3074.67
11133,86,648-89-3357.32
88,93,867-47-6063.11
1470,83,929-12-4190.36
11567,60,448-26-4999.49
3164,70,246-81-9111.7
6012,82,169-31-6601.87
1250,52,526-31-8750.67
7603,77,694-33-8913.04
5164,97,656-79-6193.4
1520,68,556-62-6494.25
975,74,855-24-2415.31
10390,57,614-16-4643.54
10078,66,365-35-3051.12
498,61,766-51-3497.03
1516,98,168-86-4675.26
869,96,352-96-2097.57
2701,53,219-20-3359.35
2746,66,562-52-8819.05
2413,81,473-76-7763.77
2577,93,592-26-2547.34
1198,54,217-92-6440.14
2191,50,920-52-2187.11
4044,98,167-69-7564.18
8759,86,465-19-7990.27
6430,68,250-27-8529.78
5396,88,471-92-8503.87
5537,51,286-29-6278.94
1602,96,284-22-8937.25
11421,85,730-97-4283.48
10372,53,784-24-4111.99
3425,88,356-36-5995.99
6613,61,513-55-6137.5
1686,81,904-72-7501.56
6384,91,912-70-7460.74
1990,98,410-89-1764.37
1544,80,308-82-5493.7
10125,75,119-17-2027.87
6132,98,114-26-5643.26
11398,74,935-54-4341.1
994,77,537-56-5406.33
5692,97,241-84-1931.75
10791,57,853-78-8956.41
3255,72,518-51-6527.66
10926,97,255-32-4371.52
4178,83,696-19-7949.99
6655,98,629-56-4314.85
11289,92,133-40-9304.32
9905,73,125-74-5862.52
8936,91,712-93-2845.29
5025,56,920-69-9495.19
11439,93,474-88-8449.22
5490,96,289-22-3850.97
11728,83,349-54-1419.6
5822,70,427-16-4411.12
8938,74,229-87-3682.07
6245,86,370-39-4062.93
11344,93,231-62-5776.82
8070,75,578-33-9968.81
7917,64,698-73-7909.12
1953,94,113-69-3390.4
11907,75,270-59-3692.72
11297,53,618-81-4377.86
9538,84,643-71-6488.2
6811,59,404-61-6565.93
9161,73,843-95-3285.67
5299,91,260-25-1979.08
2407,91,409-35-4130.39
497,86,957-91-8049.14
5289,56,221-46-3298.02
8285,74,502-60-4032.34
3066,55,629-24-3624.86
3631,85,472-74-4730.21
3215,83,100-35-9116.84
2597,93,717-81-7649.75
10323,69,966-74-6900.05
4234,90,956-94-9780.26
905,82,473-89-3133.02
9309,59,640-91-3167.79
1390,67,568-91-7417.33
7988,98,435-41-7478.32
5467,84,403-53-8267.13
5382,100,467-27-3725.55
4715,70,805-62-8178.03
9213,91,796-47-2786.57
8387,83,633-35-9949.04
6570,61,500-64-1400
8032,81,437-77-9748.83
5581,65,506-10-6616.25
1919,68,303-10-3744.81
3187,78,128-33-9249.63
8205,97,741-66-8098.41
10983,90,413-16-4898.54
3703,86,974-29-9734.73
7051,79,451-92-5048.46
1623,51,572-86-6185.4
1587,72,482-80-4784.51
5833,95,436-57-2037.7
4653,60,520-70-9188.58
11559,64,516-14-2485.03
10412,60,231-97-9704.71
257,81,931-77-6922.83
8418,52,625-35-5672.66
4837,95,829-22-9642.24
7857,81,422-59-7121.89
563,84,367-10-2698.49
5231,53,977-37-7651.56
2563,96,313-11-7779.89
7455,92,435-21-3906.55
8541,88,984-60-9156.18
7965,96,201-86-9857.09
11108,72,681-91-8490.87
11984,97,246-51-5609.6
408,84,378-10-1449.4
4032,76,945-29-8667.99
349,74,142-58-3209.31
4250,88,948-53-3347.5
1908,67,235-12-6376.93
11597,51,968-32-5391.77
5024,69,505-26-4550.12
1710,98,993-96-7436.22
7130,52,436-66-4037.21
4484,77,853-12-5257.35
1640,63,444-57-7645.79
10308,96,189-71-8183.93
2756,65,492-33-7795.51
2591,51,428-56-8408.3
9232,58,673-73-2792.29
5112,61,295-20-6970.95
10198,57,879-51-8460.7
5907,83,842-38-5093.03
9856,52,779-20-4849.88
7728,50,427-84-9864.42
3811,69,193-35-4143.12
3160,78,620-14-1428.34
526,56,981-53-1609.79
3332,82,811-32-6741.78
9389,59,744-16-2163.55
8470,70,921-92-5100.61
902,99,164-77-2956.54
166,59,841-93-4771.05
10490,100,456-92-6246.84
11477,94,791-32-6091.83
1588,65,790-95-8809.95
1093,92,264-78-8874.44
4524,81,970-27-6644.24
6320,51,841-74-5783.59
5893,92,146-80-4887.94
460,72,386-83-5302.96
7172,78,447-33-1589.92
10007,75,916-61-7916.5
11391,96,660-13-4503.9
9194,72,438-86-5157.68
9059,98,760-60-7019.41
2000,74,889-45-7926.2
6183,72,839-34-1247.7
7919,69,358-94-9704.93
8015,69,195-87-6343.69
2086,77,233-47-3149
4122,76,635-22-5424.46
11302,91,857-14-2418.56
1710,79,825-34-1756.14
3628,56,433-21-1250.44
4572,79,249-17-9655.86
742,76,381-12-1362.74
603,74,367-30-8544.99
6708,69,737-52-9239.68
866,86,615-16-3009.87
8745,71,457-57-3541.45
7450,61,721-92-7014.08
11506,70,307-30-2828.53
7922,99,964-18-6078.13
3287,67,217-36-9387.07
7364,83,718-21-4517.04
2811,80,139-37-4652.68
5127,59,917-56-6638.12
4792,71,408-37-4454.32
6430,64,264-61-6424.03
1459,66,396-33-5877.72
7524,55,898-69-2725.57
4104,53,137-80-1061.85
7132,51,667-84-1129.93
4333,93,714-40-5878.47
3218,73,906-79-7946.85
2066,89,370-96-9372.13
8006,61,292-26-6611.12
1762,95,833-88-4315.79
10273,88,550-50-7904.24
11778,66,909-51-5462.27
6150,74,317-37-3795.19
6090,55,595-32-7392.54
7327,98,769-42-2948.67
11339,92,326-75-7129.1
5982,88,937-59-8496.66
7435,89,410-96-6511.14
9420,63,266-60-1053.87
3041,65,630-92-5656.34
9857,73,313-59-5323.07
1344,78,404-89-6504.87
11538,67,472-21-9734.53
4870,59,912-90-3325.23
995,60,991-34-1396.22
1224,51,424-94-2374.45
5600,82,839-49-6389.69
8988,56,658-60-3949.27
8515,97,503-62-8265.97
3115,68,852-97-5962.75
7556,92,827-89-5942.09
5555,94,535-77-9444.17
6563,53,195-60-7597.5
3425,55,243-61-3019.24
5509,84,385-62-5571.61
1363,57,536-57-8103.35
1993,72,346-57-3487.24
10374,98,570-35-9801.44
8548,86,288-26-8893.36
8341,53,702-52-5095.9
5394,82,834-49-6507.69
10492,51,249-40-4504.78
1430,94,169-77-2279.21
6270,95,358-77-5205.46
7380,79,663-86-5983.6
8896,99,197-59-5390.09
4283,60,924-22-9130.74
1771,64,276-37-7782.82
1658,87,798-47-3681.96
1602,52,273-36-9563.2
7912,62,141-39-2867.72
9875,85,921-42-2581.71
2497,73,547-82-8342.75
1678,90,821-97-9905.69
5113,96,865-83-8904.38
8519,90,478-57-2303.74
2045,64,223-57-5101.09
2643,98,644-66-2171.75
6888,89,943-70-3645.71
7050,76,867-72-6803.23
1127,68,409-75-5186.08
1959,83,435-23-4933.05
8963,72,651-72-7117.56
8020,57,975-22-8138.92
502,65,876-19-1303.43
8027,79,901-75-5411.71
9464,66,488-71-9124.14
1548,59,547-12-6936
442,74,414-84-5012.64
8240,93,112-51-4645.27
3220,76,458-36-6291.14
3192,83,679-72-7132.51
1830,59,507-59-8415.65
1926,97,876-97-4485.66
8644,59,612-39-8235.14
7960,67,586-23-2684.43
5732,89,185-79-2503.56
2947,98,144-65-7602.97
6766,60,455-73-4195.96
1437,74,771-87-8929.14
10482,68,813-11-8174.62
1845,82,383-71-1581.04
11584,57,262-83-8917.7
7041,73,385-64-3935.7
2150,68,699-76-9909.5
7541,90,666-29-5608.52
10149,78,697-56-2237.72
1407,89,154-13-3502.43
11820,71,188-51-1579.38
3342,57,658-51-2400.21
8140,66,501-16-6741.69
6574,79,105-58-7850.56
642,86,739-28-7234.43
5685,91,548-93-9496.71
3934,54,568-29-5785.39
8333,56,674-64-8223.54
538,100,179-49-9476.36
10844,81,801-77-3155.99
2429,75,150-31-6032.81
10928,67,699-97-2833.8
4498,56,695-43-1790.38
9598,97,113-47-8154.12
1017,69,827-40-7320.77
6683,92,628-38-1583.97
7109,88,949-83-7091.99
10074,80,412-13-5990.39
806,92,515-55-1280.96
902,50,925-77-3816.33
11088,74,344-16-5767.79
5540,76,747-38-4801.76
5101,92,596-49-5845.03
8509,64,623-56-4203.06
11671,76,483-74-8218.97
807,73,721-31-5904.01
4851,57,620-58-8753.73
11154,52,132-97-3271.72
839,55,744-13-5407.38
7829,77,286-55-1918.31
7439,92,847-91-5457.07
8393,60,280-18-6771.5
8193,61,176-86-2389.17
8551,53,732-25-1562.92
11950,70,991-51-3382.99
8719,58,107-17-5147.76
6471,75,172-50-1107.71
7922,59,573-78-1693.04
10312,61,826-58-2488.33
3779,98,597-32-9845.25
262,91,630-70-2084.32
9143,87,277-92-2035.09
9837,80,623-70-2513.1
11306,83,148-69-6172.12
9229,98,801-33-9910.63
1068,93,704-48-6136.23
868,74,546-10-5552.1
6048,91,167-48-2646.87
3118,69,878-10-4197.25
6536,75,250-63-2937.39
8482,87,960-53-7720.96
5709,92,282-61-7616.87
1943,82,215-70-3389.13
2070,91,338-38-8278.59
9612,79,460-50-7606.56
10766,59,486-60-8806.44
521,85,107-85-3779.74
11231,51,492-43-7842.26
5089,82,641-15-4836.42
5675,54,202-10-3632.07
3887,85,590-85-3680.33
4367,93,908-21-8936.04
3337,53,811-19-6766.14
4583,89,985-47-7299.14
4901,91,326-20-7370.67
3250,100,653-59-5614.07
113,82,758-80-7451.06
3223,90,304-82-8530.96
5780,57,137-60-5512
7305,59,476-90-2324
5051,65,694-25-2202.13
9967,90,175-91-5208.96
9730,92,549-50-7138.08
10104,94,580-32-8638.54
3148,95,800-62-8152.5
9069,82,739-68-6433.84
6048,59,280-52-4432.08
11603,74,913-31-7795.7
4972,58,421-72-4806.85
8942,56,585-18-7005.97
7825,80,342-14-5040.1
3988,62,759-79-1981.46
2845,84,459-84-9561.15
9315,64,503-12-7962.4
3867,60,985-47-1207.96
7683,78,721-67-7325.65
7463,83,691-64-8782.69
10670,74,512-68-9457.87
11482,54,205-74-1922.05
2356,79,677-49-7052.56
6083,87,386-61-6024.06
11899,76,749-32-8004.58
9587,59,400-56-2591.89
11165,70,970-95-1952.13
508,62,836-66-8433.16
6224,83,166-74-4554.04
7329,80,800-59-2328.78
9887,83,705-94-9482.97
8522,71,489-75-5186.23
3270,62,447-90-3062.05
8991,86,637-27-8831.28
11053,91,261-40-4283.99
8592,53,202-71-5357.45
1989,89,450-94-3469.9
240,78,669-64-6445.19
1326,97,534-41-9113.16
5534,54,842-59-2422.55
7555,93,175-67-6643.71
6469,92,511-53-7934.9
806,94,276-96-9948.5
1336,82,660-52-2678.08
2296,99,388-11-9222.98
10390,80,665-67-7305.08
9270,66,387-67-7082.06
666,66,276-69-6335.82
9949,72,938-33-5750.17
8765,82,416-83-5980.28
9,94,721-34-4343.64
5976,100,421-30-2286.95
11339,84,134-86-6531.95
5640,54,455-73-7402.4
7157,51,154-51-5538.73
1865,87,255-96-3789.61
